typ;id;model_id;kod_kreskowy;numer_egzemplarza;stara_nazwa;nowa_nazwa;zmieniono;reguly;status_po;podejrzane_powody
EGZEMPLARZ_SPRZETU;1410;756;0000000001510;2;Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD;Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD;NIE;;OK;
MODEL_SPRZETU;757;757;0200000000357;;Projektor Panasonic PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD;Projektor Panasonic PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD;NIE;;OK;
EGZEMPLARZ_SPRZETU;1411;757;0000000001512;1;Projektor Panasonic PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD;Projektor Panasonic PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD;NIE;;OK;
EGZEMPLARZ_SPRZETU;1412;757;0000000001591;2;Projektor Panasonic PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD;Projektor Panasonic PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD;NIE;;OK;
MODEL_SPRZETU;758;758;0200000000353;;Projektor Panasonic PT-RZ970, 9400 lum., WUXGA, laserowy, DLP;Projektor Panasonic PT-RZ970, 9400 lum., WUXGA, laserowy, DLP;NIE;;OK;
EGZEMPLARZ_SPRZETU;1404;758;0000000001504;1;Projektor Panasonic PT-RZ970, 9400 lum., WUXGA, laserowy, DLP;Projektor Panasonic PT-RZ970, 9400 lum., WUXGA, laserowy, DLP;NIE;;OK;
MODEL_SPRZETU;759;759;0200000000021;;Projektor Panasonic PT-VW340, 3700 lum., WXGA;Projektor Panasonic PT-VW340, 3700 lum., WXGA;NIE;;OK;
EGZEMPLARZ_SPRZETU;1139;759;0000000000046;1;Projektor Panasonic PT-VW340, 3700 lum., WXGA;Projektor Panasonic PT-VW340, 3700 lum., WXGA;NIE;;OK;
EGZEMPLARZ_SPRZETU;1140;759;0000000000047;2;Projektor Panasonic PT-VW340, 3700 lum., WXGA;Projektor Panasonic PT-VW340, 3700 lum., WXGA;NIE;;OK;
MODEL_SPRZETU;760;760;0200000000022;;Projektor Panasonic PT-VX410, 4200 lum., XGA;Projektor Panasonic PT-VX410, 4200 lum., XGA;NIE;;OK;
EGZEMPLARZ_SPRZETU;1175;760;0000000000048;1;Projektor Panasonic PT-VX410, 4200 lum., XGA;Projektor Panasonic PT-VX410, 4200 lum., XGA;NIE;;OK;
EGZEMPLARZ_SPRZETU;1176;760;0000000000049;2;Projektor Panasonic PT-VX410, 4200 lum., XGA;Projektor Panasonic PT-VX410, 4200 lum., XGA;NIE;;OK;
EGZEMPLARZ_SPRZETU;1177;760;0000000000050;3;Projektor Panasonic PT-VX410, 4200 lum., XGA;Projektor Panasonic PT-VX410, 4200 lum., XGA;NIE;;OK;
EGZEMPLARZ_SPRZETU;1178;760;0000000000051;4;Projektor Panasonic PT-VX410, 4200 lum., XGA;Projektor Panasonic PT-VX410, 4200 lum., XGA;NIE;;OK;
MODEL_SPRZETU;761;761;0200000000180;;Promiennik podczerwieni Bosch LBB4512/00;Promiennik podczerwieni Bosch LBB4512/00;NIE;;OK;
EGZEMPLARZ_SPRZETU;953;761;0000000000983;1;Promiennik podczerwieni Bosch LBB4512/00;Promiennik podczerwieni Bosch LBB4512/00;NIE;;OK;
EGZEMPLARZ_SPRZETU;954;761;0000000000984;2;Promiennik podczerwieni Bosch LBB4512/00;Promiennik podczerwieni Bosch LBB4512/00;NIE;;OK;
MODEL_SPRZETU;762;762;0000000002659;;Przedłużka 1/2 Yato;Przedłużka 1/2 Yato;NIE;;OK;
MODEL_SPRZETU;763;763;0000000001339;;Przedłużka Jack 3,5mm 3m;Przedłużka Jack 3,5mm 3m;NIE;;OK;
MODEL_SPRZETU;764;764;0000000001331;;Przedłużka USB 3.0 3m;Przedłużka USB 3.0 3m;NIE;;OK;
MODEL_SPRZETU;765;765;0000000001330;;Przedłużka USB 3m;Przedłużka USB 3m;NIE;;OK;
MODEL_SPRZETU;766;766;0200000000127;;Przejsciówka 16A - 32A;Przejsciówka 16A - 32A;NIE;;OK;
EGZEMPLARZ_SPRZETU;607;766;0000000000643;1;Przejsciówka 16A - 32A;Przejsciówka 16A - 32A;NIE;;OK;
EGZEMPLARZ_SPRZETU;608;766;0000000000644;2;Przejsciówka 16A - 32A;Przejsciówka 16A - 32A;NIE;;OK;
MODEL_SPRZETU;767;767;0200000000124;;Przejsciówka 32A -> 12x 230v z przelotem;Przejsciówka 32A -> 12x 230v z przelotem;NIE;;OK;
EGZEMPLARZ_SPRZETU;604;767;0000000000640;1;Przejsciówka 32A -> 12x 230v z przelotem;Przejsciówka 32A -> 12x 230v z przelotem;NIE;;OK;
MODEL_SPRZETU;768;768;0200000000125;;Przejsciówka 32A -> 9x 230v;Przejsciówka 32A -> 9x 230v;NIE;;OK;
EGZEMPLARZ_SPRZETU;605;768;0000000000641;1;Przejsciówka 32A -> 9x 230v;Przejsciówka 32A -> 9x 230v;NIE;;OK;
MODEL_SPRZETU;769;769;0200000000128;;Przejściówka 16A na 3x 230V;Przejściówka 16A na 3x 230V;NIE;;OK;
EGZEMPLARZ_SPRZETU;609;769;0000000000645;1;Przejściówka 16A na 3x 230V;Przejściówka 16A na 3x 230V;NIE;;OK;
EGZEMPLARZ_SPRZETU;610;769;0000000000646;2;Przejściówka 16A na 3x 230V;Przejściówka 16A na 3x 230V;NIE;;OK;
EGZEMPLARZ_SPRZETU;611;769;0000000000647;3;Przejściówka 16A na 3x 230V;Przejściówka 16A na 3x 230V;NIE;;OK;
EGZEMPLARZ_SPRZETU;612;769;0000000000648;4;Przejściówka 16A na 3x 230V;Przejściówka 16A na 3x 230V;NIE;;OK;
EGZEMPLARZ_SPRZETU;613;769;0000000000649;5;Przejściówka 16A na 3x 230V;Przejściówka 16A na 3x 230V;NIE;;OK;
EGZEMPLARZ_SPRZETU;614;769;0000000000650;6;Przejściówka 16A na 3x 230V;Przejściówka 16A na 3x 230V;NIE;;OK;
EGZEMPLARZ_SPRZETU;615;769;0000000000651;7;Przejściówka 16A na 3x 230V;Przejściówka 16A na 3x 230V;NIE;;OK;
MODEL_SPRZETU;770;770;0200000000126;;Przejściówka 63A - 2x 32A;Przejściówka 63A - 2x 32A;NIE;;OK;
EGZEMPLARZ_SPRZETU;606;770;0000000000642;1;Przejściówka 63A - 2x 32A;Przejściówka 63A - 2x 32A;NIE;;OK;
MODEL_SPRZETU;771;771;0000000002618;;Przejściówka DP-mini DP;Przejściówka DP-mini DP;NIE;;OK;
MODEL_SPRZETU;772;772;0000000002546;;Przejściówka USB-C - HDMI;Przejściówka USB-C - HDMI;NIE;;OK;
MODEL_SPRZETU;773;773;0000000001335;;Przelotka DisplayPort na HDMI;Przelotka DisplayPort na HDMI;NIE;;OK;
MODEL_SPRZETU;774;774;0000000003658;;Przepinka Ethercon 1,5m NT3.9W V2;Przepinka Ethercon 1,5m NT3.9W V2;NIE;;OK;
MODEL_SPRZETU;775;775;0000000003657;;Przepinka Ethercon 1m NT3.9W V2;Przepinka Ethercon 1m NT3.9W V2;NIE;;OK;
MODEL_SPRZETU;776;776;0000000003660;;Przepinka Truecon 1,5m NT3.9W V2;Przepinka Truecon 1,5m NT3.9W V2;NIE;;OK;
MODEL_SPRZETU;777;777;0000000003659;;Przepinka Truecon 1m NT3.9W V2;Przepinka Truecon 1m NT3.9W V2;NIE;;OK;
MODEL_SPRZETU;778;778;0000000002688;;Przepinka Truecon 5m;Przepinka Truecon 5m;NIE;;OK;
MODEL_SPRZETU;779;779;0000000001497;;Przewod DP-DP 8k 3m;Przewod DP-DP 8k 3m;NIE;;OK;
MODEL_SPRZETU;780;780;0000000001500;;Przewód HDMI - DP 1,8 m;Przewód HDMI - DP 1,8 m;NIE;;OK;
MODEL_SPRZETU;781;781;0000000001499;;Przewód USB C - DP 1,8 m;Przewód USB C - DP 1,8 m;NIE;;OK;
MODEL_SPRZETU;782;782;0000000002548;;Przewód sieciowy RJ45 1,5m;Przewód sieciowy RJ45 1,5m;NIE;;OK;
MODEL_SPRZETU;783;783;0000000001338;;Przewód sieciowy RJ45 3m;Przewód sieciowy RJ45 3m;NIE;;OK;
MODEL_SPRZETU;784;784;0200000000179;;Pulpit dla tłumaczy Bosch Integrus LBB3222/04;Pulpit dla tłumaczy Bosch Integrus LBB3222/04;NIE;;OK;
EGZEMPLARZ_SPRZETU;950;784;0000000000980;1;Pulpit dla tłumaczy Bosch Integrus LBB3222/04;Pulpit dla tłumaczy Bosch Integrus LBB3222/04;NIE;;OK;
EGZEMPLARZ_SPRZETU;951;784;0000000000981;2;Pulpit dla tłumaczy Bosch Integrus LBB3222/04;Pulpit dla tłumaczy Bosch Integrus LBB3222/04;NIE;;OK;
EGZEMPLARZ_SPRZETU;952;784;0000000000982;3;Pulpit dla tłumaczy Bosch Integrus LBB3222/04;Pulpit dla tłumaczy Bosch Integrus LBB3222/04;NIE;;OK;
MODEL_SPRZETU;785;785;0200000000117;;Pyta 4x Fiber 50m;Pyta 4x Fiber 50m;NIE;;OK;
EGZEMPLARZ_SPRZETU;575;785;0000000000616;1;Pyta 4x Fiber 50m;Pyta 4x Fiber 50m;NIE;;OK;
EGZEMPLARZ_SPRZETU;576;785;0000000000617;2;Pyta 4x Fiber 50m;Pyta 4x Fiber 50m;NIE;;OK;
EGZEMPLARZ_SPRZETU;577;785;0000000000618;3;Pyta 4x Fiber 50m;Pyta 4x Fiber 50m;NIE;;OK;
EGZEMPLARZ_SPRZETU;578;785;0000000000619;4;Pyta 4x Fiber 50m;Pyta 4x Fiber 50m;NIE;;OK;
MODEL_SPRZETU;786;786;0000000002550;;"Qilive Uchwyt do minitorów 22"" rozmiar M";"Qilive Uchwyt do minitorów 22"" rozmiar M";NIE;;OK;
MODEL_SPRZETU;787;787;0000000002551;;"Qilive Uchwyt do minitorów 32-55"" rozmiar L";"Qilive Uchwyt do minitorów 32-55"" rozmiar L";NIE;;OK;
MODEL_OPAKOWANIA;788;788;;;"RACK Infokiosk 55""";"RACK Infokiosk 55""";NIE;;OK;
MODEL_OPAKOWANIA;789;789;;;"RACK Infokiosk 55"" [01]";"RACK Infokiosk 55"" [01]";NIE;;OK;
MODEL_OPAKOWANIA;790;790;;;"RACK Infokiosk 55"" [02]";"RACK Infokiosk 55"" [02]";NIE;;OK;
MODEL_OPAKOWANIA;791;791;;;"RACK Infokiosk 55"" [03]";"RACK Infokiosk 55"" [03]";NIE;;OK;
MODEL_OPAKOWANIA;792;792;;;RACK Ipad + AP Mikrotik;RACK Ipad + AP Mikrotik;NIE;;OK;
MODEL_OPAKOWANIA;793;793;;;RACK Ipad + AP Mikrotik [1];RACK Ipad + AP Mikrotik [1];NIE;;OK;
MODEL_OPAKOWANIA;794;794;;;RACK Ipad + AP Mikrotik [2];RACK Ipad + AP Mikrotik [2];NIE;;OK;
MODEL_OPAKOWANIA;795;795;;;RACK Kamera Black Magic PRO 4K;RACK Kamera Black Magic PRO 4K;NIE;;OK;
MODEL_OPAKOWANIA;796;796;;;RACK Kamera Black Magic PRO 4K [01];RACK Kamera Black Magic PRO 4K [01];NIE;;OK;
MODEL_OPAKOWANIA;797;797;;;RACK Kamera Black Magic PRO 4K [02];RACK Kamera Black Magic PRO 4K [02];NIE;;OK;
MODEL_OPAKOWANIA;798;798;;;RACK Kamera Black Magic PRO 4K [03];RACK Kamera Black Magic PRO 4K [03];NIE;;OK;
MODEL_OPAKOWANIA;799;799;;;RACK Kamera Black Magic PRO 4K [04];RACK Kamera Black Magic PRO 4K [04];NIE;;OK;
MODEL_OPAKOWANIA;800;800;0000000003581;;RACK Kamera Sony FX6 (zestaw 1);RACK Kamera Sony FX6 (zestaw 1);NIE;;OK;
MODEL_OPAKOWANIA;801;801;;;RACK Kamera Sony FX6 (zestaw 1);RACK Kamera Sony FX6 (zestaw 1);NIE;;OK;
MODEL_OPAKOWANIA;802;802;0000000003584;;RACK Kamera Sony FX6 (zestaw 2);RACK Kamera Sony FX6 (zestaw 2);NIE;;OK;
MODEL_OPAKOWANIA;803;803;;;RACK Kamera Sony FX6 (zestaw 2);RACK Kamera Sony FX6 (zestaw 2);NIE;;OK;
MODEL_OPAKOWANIA;804;804;;;RACK Komputer produkcyjny DELL Precision 3440 SFF;RACK Komputer produkcyjny DELL Precision 3440 SFF;NIE;;OK;
MODEL_OPAKOWANIA;805;805;;;RACK Komputer produkcyjny DELL Precision 3440 SFF [01];RACK Komputer produkcyjny DELL Precision 3440 SFF [01];NIE;;OK;
MODEL_OPAKOWANIA;806;806;;;RACK Komputer produkcyjny DELL Precision 3440 SFF [02];RACK Komputer produkcyjny DELL Precision 3440 SFF [02];NIE;;OK;
MODEL_OPAKOWANIA;807;807;;;RACK Komputer produkcyjny DELL Precision 3440 SFF [03];RACK Komputer produkcyjny DELL Precision 3440 SFF [03];NIE;;OK;
MODEL_OPAKOWANIA;808;808;;;RACK Mac Studio M1 Max;RACK Mac Studio M1 Max;NIE;;OK;
MODEL_OPAKOWANIA;809;809;;;RACK Mac Studio M1 Max [01];RACK Mac Studio M1 Max [01];NIE;;OK;
MODEL_OPAKOWANIA;810;810;;;RACK Mac Studio M1 Max [02];RACK Mac Studio M1 Max [02];NIE;;OK;
MODEL_OPAKOWANIA;811;811;;;RACK Mac Studio M1 Max [03];RACK Mac Studio M1 Max [03];NIE;;OK;
MODEL_OPAKOWANIA;812;812;;;RACK Projektor PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD [1];RACK Projektor PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD [1];NIE;;OK;
MODEL_OPAKOWANIA;813;813;;;RACK Projektor Panasonic PT-EW540, 5000 lum., WXGA;RACK Projektor Panasonic PT-EW540, 5000 lum., WXGA;NIE;;OK;
MODEL_OPAKOWANIA;814;814;;;RACK Projektor Panasonic PT-EW640, 5800 lum., WXGA;RACK Projektor Panasonic PT-EW640, 5800 lum., WXGA;NIE;;OK;
MODEL_OPAKOWANIA;815;815;;;RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD;RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD;NIE;;OK;
MODEL_OPAKOWANIA;816;816;;;RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [1];RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [1];NIE;;OK;
MODEL_OPAKOWANIA;817;817;;;RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [2];RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [2];NIE;;OK;
MODEL_OPAKOWANIA;818;818;;;RACK Projektor Panasonic PT-RZ970, 9400 lum., WUXGA, laserowy, DLP;RACK Projektor Panasonic PT-RZ970, 9400 lum., WUXGA, laserowy, DLP;NIE;;OK;
MODEL_OPAKOWANIA;819;819;;;RACK SYVA (kable);RACK SYVA (kable);NIE;;OK;
MODEL_OPAKOWANIA;820;820;;;RACK SYVA LOW+BASE;RACK SYVA LOW+BASE;NIE;;OK;
MODEL_OPAKOWANIA;821;821;;;RACK mikser kamerowy + monitor;RACK mikser kamerowy + monitor;NIE;;OK;
MODEL_OPAKOWANIA;822;822;;;RACK spliter DMX + bramka artnet;RACK spliter DMX + bramka artnet;NIE;;OK;
MODEL_SPRZETU;823;823;0000000002635;;RDUCH Statyw mikrofonowy do gęsiej szyi;RDUCH Statyw mikrofonowy do gęsiej szyi;NIE;;OK;
MODEL_OPAKOWANIA;824;824;;;Rack 2x Mikrofon bezprzewodowy Shure SLXD;Rack 2x Mikrofon bezprzewodowy Shure SLXD;NIE;;OK;
MODEL_OPAKOWANIA;825;825;;;Rack 2x Mikrofon bezprzewodowy Shure SLXD [1];Rack 2x Mikrofon bezprzewodowy Shure SLXD [1];NIE;;OK;
MODEL_OPAKOWANIA;826;826;;;Rack 2x Mikrofon bezprzewodowy Shure SLXD [2];Rack 2x Mikrofon bezprzewodowy Shure SLXD [2];NIE;;OK;
MODEL_OPAKOWANIA;827;827;;;Rack 2x Mikrofon bezprzewodowy Shure SLXD [3];Rack 2x Mikrofon bezprzewodowy Shure SLXD [3];NIE;;OK;
MODEL_OPAKOWANIA;828;828;;;Rack 2x Mikrofon bezprzewodowy Shure SLXD [5];Rack 2x Mikrofon bezprzewodowy Shure SLXD [5];NIE;;OK;
MODEL_OPAKOWANIA;829;829;;;Rack 2x Mikrofon bezprzewodowy Shure SLXD [6];Rack 2x Mikrofon bezprzewodowy Shure SLXD [6];NIE;;OK;
MODEL_OPAKOWANIA;830;830;;;Rack 3x Radiotelefon Motorola;Rack 3x Radiotelefon Motorola;NIE;;OK;
MODEL_OPAKOWANIA;831;831;;;Rack 3x Radiotelefon Motorola [1];Rack 3x Radiotelefon Motorola [1];NIE;;OK;
MODEL_OPAKOWANIA;832;832;;;Rack 3x Radiotelefon Motorola [2];Rack 3x Radiotelefon Motorola [2];NIE;;OK;
MODEL_OPAKOWANIA;833;833;;;Rack 3x Radiotelefon Motorola [4];Rack 3x Radiotelefon Motorola [4];NIE;;OK;
MODEL_OPAKOWANIA;834;834;;;Rack 4x Mikrofon bezprzewodowy Sennheiser G3 EW100;Rack 4x Mikrofon bezprzewodowy Sennheiser G3 EW100;NIE;;OK;
MODEL_OPAKOWANIA;835;835;;;Rack 4x Mikrofon bezprzewodowy Sennheiser SL;Rack 4x Mikrofon bezprzewodowy Sennheiser SL;NIE;;OK;
MODEL_OPAKOWANIA;836;836;;;Rack 4x Mikrofon bezprzewodowy Sennheiser SL [1];Rack 4x Mikrofon bezprzewodowy Sennheiser SL [1];NIE;;OK;
MODEL_OPAKOWANIA;837;837;;;Rack 4x Mikrofon bezprzewodowy Sennheiser XS;Rack 4x Mikrofon bezprzewodowy Sennheiser XS;NIE;;OK;
MODEL_OPAKOWANIA;838;838;;;Rack 4x Mikrofon bezprzewodowy Sennheiser XS [2];Rack 4x Mikrofon bezprzewodowy Sennheiser XS [2];NIE;;OK;
MODEL_OPAKOWANIA;839;839;;;Rack 4x Mikrofon bezprzewodowy Shure BLX;Rack 4x Mikrofon bezprzewodowy Shure BLX;NIE;;OK;
MODEL_OPAKOWANIA;840;840;;;Rack 4x Mikrofon bezprzewodowy Shure BLX [1];Rack 4x Mikrofon bezprzewodowy Shure BLX [1];NIE;;OK;
MODEL_OPAKOWANIA;841;841;;;Rack 4x Mikrofon bezprzewodowy Shure BLX [1];Rack 4x Mikrofon bezprzewodowy Shure BLX [1];NIE;;OK;
MODEL_OPAKOWANIA;842;842;;;Rack 4x Mikrofon bezprzewodowy Shure BLX [2];Rack 4x Mikrofon bezprzewodowy Shure BLX [2];NIE;;OK;
MODEL_OPAKOWANIA;843;843;;;Rack 4x Mikrofon bezprzewodowy Shure QLXD;Rack 4x Mikrofon bezprzewodowy Shure QLXD;NIE;;OK;
MODEL_OPAKOWANIA;844;844;;;Rack 4x Mikrofon bezprzewodowy Shure QLXD [1];Rack 4x Mikrofon bezprzewodowy Shure QLXD [1];NIE;;OK;
MODEL_OPAKOWANIA;845;845;;;Rack 4x Mikrofon bezprzewodowy Shure QLXD [2];Rack 4x Mikrofon bezprzewodowy Shure QLXD [2];NIE;;OK;
MODEL_OPAKOWANIA;846;846;;;Rack 4x Mikrofon bezprzewodowy Shure QLXD [4];Rack 4x Mikrofon bezprzewodowy Shure QLXD [4];NIE;;OK;
MODEL_OPAKOWANIA;847;847;;;Rack 4x Mikrofon bezprzewodowy Shure QLXD [5];Rack 4x Mikrofon bezprzewodowy Shure QLXD [5];NIE;;OK;
MODEL_OPAKOWANIA;848;848;;;Rack 4x Mikrofon bezprzewodowy Shure QLXD [6];Rack 4x Mikrofon bezprzewodowy Shure QLXD [6];NIE;;OK;
MODEL_OPAKOWANIA;849;849;;;Rack MDG Atme;Rack MDG Atme;NIE;;OK;
MODEL_OPAKOWANIA;850;850;;;"Rack Monitor dotykowy 98"" + statyw";"Rack Monitor dotykowy 98"" + statyw";NIE;;OK;
MODEL_OPAKOWANIA;851;851;;;"Rack Monitor dotykowy 98"" + statyw [01]";"Rack Monitor dotykowy 98"" + statyw [01]";NIE;;OK;
MODEL_OPAKOWANIA;852;852;;;Rack SYVA;Rack SYVA;NIE;;OK;
MODEL_OPAKOWANIA;853;853;;;Rack mównica BIAŁA [1];Rack mównica BIAŁA [1];NIE;;OK;
MODEL_OPAKOWANIA;854;854;;;Rack mównica BIAŁA [2];Rack mównica BIAŁA [2];NIE;;OK;
MODEL_OPAKOWANIA;855;855;;;Rack mównica BIAŁA [3];Rack mównica BIAŁA [3];NIE;;OK;
MODEL_OPAKOWANIA;856;856;;;Rack mównica BIAŁA [4];Rack mównica BIAŁA [4];NIE;;OK;
MODEL_OPAKOWANIA;857;857;;;Rack mównica BIAŁA [5];Rack mównica BIAŁA [5];NIE;;OK;
MODEL_OPAKOWANIA;858;858;;;Rack mównica BIAŁA [6];Rack mównica BIAŁA [6];NIE;;OK;
MODEL_OPAKOWANIA;859;859;;;Rack mównica BIAŁA [7];Rack mównica BIAŁA [7];NIE;;OK;
MODEL_OPAKOWANIA;860;860;;;Rack mównica BIAŁA [8];Rack mównica BIAŁA [8];NIE;;OK;
MODEL_OPAKOWANIA;861;861;;;Rack mównica CZARNA [9];Rack mównica CZARNA [9];NIE;;OK;
MODEL_OPAKOWANIA;862;862;;;Rack mównica multimedialna;Rack mównica multimedialna;NIE;;OK;
MODEL_SPRZETU;863;863;0200000000412;;Radiotelefon Motorola DP1400AD;Radiotelefon Motorola DP1400AD;NIE;;OK;
EGZEMPLARZ_SPRZETU;1648;863;0000000001725;1;Radiotelefon Motorola DP1400AD;Radiotelefon Motorola DP1400AD;NIE;;OK;
EGZEMPLARZ_SPRZETU;1649;863;0000000001762;10;Radiotelefon Motorola DP1400AD;Radiotelefon Motorola DP1400AD;NIE;;OK;
EGZEMPLARZ_SPRZETU;1650;863;0000000001763;11;Radiotelefon Motorola DP1400AD;Radiotelefon Motorola DP1400AD;NIE;;OK;
EGZEMPLARZ_SPRZETU;1651;863;0000000001764;12;Radiotelefon Motorola DP1400AD;Radiotelefon Motorola DP1400AD;NIE;;OK;
EGZEMPLARZ_SPRZETU;1652;863;0000000001726;2;Radiotelefon Motorola DP1400AD;Radiotelefon Motorola DP1400AD;NIE;;OK;
EGZEMPLARZ_SPRZETU;1653;863;0000000001727;3;Radiotelefon Motorola DP1400AD;Radiotelefon Motorola DP1400AD;NIE;;OK;
EGZEMPLARZ_SPRZETU;1654;863;0000000001738;4;Radiotelefon Motorola DP1400AD;Radiotelefon Motorola DP1400AD;NIE;;OK;
EGZEMPLARZ_SPRZETU;1655;863;0000000001739;5;Radiotelefon Motorola DP1400AD;Radiotelefon Motorola DP1400AD;NIE;;OK;
EGZEMPLARZ_SPRZETU;1656;863;0000000001740;6;Radiotelefon Motorola DP1400AD;Radiotelefon Motorola DP1400AD;NIE;;OK;
EGZEMPLARZ_SPRZETU;1657;863;0000000001750;7;Radiotelefon Motorola DP1400AD;Radiotelefon Motorola DP1400AD;NIE;;OK;
EGZEMPLARZ_SPRZETU;1658;863;0000000001751;8;Radiotelefon Motorola DP1400AD;Radiotelefon Motorola DP1400AD;NIE;;OK;
EGZEMPLARZ_SPRZETU;1659;863;0000000001752;9;Radiotelefon Motorola DP1400AD;Radiotelefon Motorola DP1400AD;NIE;;OK;
MODEL_SPRZETU;864;864;0200000000101;;Router;Router;NIE;;OK;
EGZEMPLARZ_SPRZETU;517;864;0000000000537;1;Router Mikrotik hAP ac3;Router Mikrotik hAP ac3;NIE;;OK;
EGZEMPLARZ_SPRZETU;518;864;0000000000559;1;Router Asus RT-AC57U;Router Asus RT-AC57U;NIE;;OK;
EGZEMPLARZ_SPRZETU;519;864;0000000000563;1;Router ASUS RT-AC1200G+;Router ASUS RT-AC1200G+;NIE;;OK;
EGZEMPLARZ_SPRZETU;520;864;0000000002691;10;Router Mikrotik hAP ac3;Router Mikrotik hAP ac3;NIE;;OK;
EGZEMPLARZ_SPRZETU;521;864;0000000002692;11;Router Mikrotik hAP ac3;Router Mikrotik hAP ac3;NIE;;OK;
EGZEMPLARZ_SPRZETU;522;864;0000000002693;12;Router Mikrotik hAP ac3;Router Mikrotik hAP ac3;NIE;;OK;
EGZEMPLARZ_SPRZETU;523;864;0000000000538;2;Router Mikrotik hAP ac3;Router Mikrotik hAP ac3;NIE;;OK;
EGZEMPLARZ_SPRZETU;524;864;0000000000566;2;Router Asus RT-AC57U;Router Asus RT-AC57U;NIE;;OK;
EGZEMPLARZ_SPRZETU;525;864;0000000000567;2;Router ASUS RT-AC1200G+;Router ASUS RT-AC1200G+;NIE;;OK;
EGZEMPLARZ_SPRZETU;526;864;0000000000539;3;Router Mikrotik hAP ac3;Router Mikrotik hAP ac3;NIE;;OK;
EGZEMPLARZ_SPRZETU;527;864;0000000000540;4;Router Mikrotik hAP ac3;Router Mikrotik hAP ac3;NIE;;OK;
EGZEMPLARZ_SPRZETU;528;864;0000000000560;4;Router Asus RT-AC57U;Router Asus RT-AC57U;NIE;;OK;
EGZEMPLARZ_SPRZETU;529;864;0000000000541;5;Router Mikrotik hAP ac3;Router Mikrotik hAP ac3;NIE;;OK;
EGZEMPLARZ_SPRZETU;530;864;0000000000562;5;Router Asus RT-AC57U;Router Asus RT-AC57U;NIE;;OK;
EGZEMPLARZ_SPRZETU;531;864;0000000000542;6;Router Mikrotik hAP ac3;Router Mikrotik hAP ac3;NIE;;OK;
EGZEMPLARZ_SPRZETU;532;864;0000000000561;6;Router Asus RT-AC57U;Router Asus RT-AC57U;NIE;;OK;
EGZEMPLARZ_SPRZETU;533;864;0000000000543;7;Router Mikrotik hAP ac3;Router Mikrotik hAP ac3;NIE;;OK;
EGZEMPLARZ_SPRZETU;534;864;0000000000544;8;Router Mikrotik hAP ac3;Router Mikrotik hAP ac3;NIE;;OK;
EGZEMPLARZ_SPRZETU;535;864;0000000002690;9;Router Mikrotik hAP ac3;Router Mikrotik hAP ac3;NIE;;OK;
MODEL_SPRZETU;865;865;0200000000098;;Router 4G;Router 4G;NIE;;OK;
EGZEMPLARZ_SPRZETU;2997;865;0000000000528;1;Router TP Link TL-MR6400 LTE 4G;Router TP Link TL-MR6400 LTE 4G;NIE;;OK;
EGZEMPLARZ_SPRZETU;2998;865;0000000000529;2;Router TP Link TL-MR6400 LTE 4G;Router TP Link TL-MR6400 LTE 4G;NIE;;OK;
MODEL_SPRZETU;866;866;0200000000462;;Rozdzielnia 63A -> 4x32A;Rozdzielnia 63A -> 4x32A;NIE;;OK;
EGZEMPLARZ_SPRZETU;1867;866;0000000002517;1;Rozdzielnia 63A -> 4x32A;Rozdzielnia 63A -> 4x32A;NIE;;OK;
EGZEMPLARZ_SPRZETU;1868;866;0000000002518;2;Rozdzielnia 63A -> 4x32A;Rozdzielnia 63A -> 4x32A;NIE;;OK;
MODEL_SPRZETU;867;867;0200000000123;;Rozdzielnia Elektryczna 32A;Rozdzielnia Elektryczna 32A;NIE;;OK;
EGZEMPLARZ_SPRZETU;588;867;0000000000628;1;Rozdzielnia Elektryczna 32A -> 6x schuko + truecon z pomiarem i przelotem;Rozdzielnia Elektryczna 32A -> 6x schuko + truecon z pomiarem i przelotem;NIE;;OK;
EGZEMPLARZ_SPRZETU;589;867;0000000000634;1;Rozdzielnia Elektryczna 32A -> 6x schuko + powercon z pomiarem i przelotem;Rozdzielnia Elektryczna 32A -> 6x schuko + powercon z pomiarem i przelotem;NIE;;OK;
EGZEMPLARZ_SPRZETU;590;867;0000000000636;1;Rozdzielnia Elektryczna 32A - domek;Rozdzielnia Elektryczna 32A - domek;NIE;;OK;
